title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
The Bad Guys: A Very Bad Holiday,"['Animation', 'Comedy', 'Family', 'Action']",2023.0,0.66,"holiday, heist, prequel, family, based on graphic novel, christmas, плохие парни dreamworks",Bret Haaland,"To keep their annual Holiday Heist-tacular afloat, Mr. Wolf and his crew of animal outlaws will have to restore the whole city's Christmas spirit — fast!",https://image.tmdb.org/t/p/w500/atBDD05PbVDI2lm2OUy1KFQpzen.jpg,https://www.youtube.com/watch?v=28qvBwqma2c,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miracles from Heaven,"['Family', 'Drama']",2016.0,0.7439,"based on novel or book, parent child relationship, prayer, christianity, miracle, based on true story, neighbor, hospital, woman director, incurable disease, accident, religious community, faith family",Patricia Riggen,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",https://image.tmdb.org/t/p/w500/hz9VF1TfaM0D04pYneSXUkNeOZv.jpg,https://www.youtube.com/watch?v=rfatdnwzsE0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bad Genius,"['Drama', 'Thriller']",2024.0,0.6129,"college, exam, remake, academic cheating",J.C. Lee,"A highly-gifted student sees an opportunity to escape her roots by helping wealthy classmates cheat on key exams, but at great risk to her future.",https://image.tmdb.org/t/p/w500/h5hONXZ4hPgniv1DXMB1IZohhpO.jpg,https://www.youtube.com/watch?v=bSTgvx3eP_k,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pocahontas,"['Adventure', 'Animation', 'Family', 'Romance']",1995.0,0.6900000000000001,Unknown,Mike Gabriel,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",https://image.tmdb.org/t/p/w500/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,https://www.youtube.com/watch?v=mf0JmiI7NXY,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Wingwalker,"['Drama', 'Thriller']",2024.0,0.76,"mexico, inmigration",Alonso Alvarez,"A young widower is deported as his daughter is scheduled for a heart transplant, this will lead him to orchestrate the boldest border crossing plan in history.",https://image.tmdb.org/t/p/w500/tROfq1PDlMAWAGKAdgaeweobsJ.jpg,https://www.youtube.com/watch?v=SeUtRZ1CFZI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Tomorrow Never Dies,"['Adventure', 'Action', 'Thriller']",1997.0,0.6363000000000001,"media tycoon, navy, london, england, china, england, missile, spy, secret intelligence service, intelligence, manipulation of the media, special car, motorcycle, secret service, hamburg, germany",Roger Spottiswoode,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,https://image.tmdb.org/t/p/w500/gZm002w7q9yLOkltxT76TWGfdZX.jpg,https://www.youtube.com/watch?v=QP1FMpIo-uQ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Captain Marvel,"['Action', 'Adventure', 'Science Fiction']",2019.0,0.6814,"superhero, based on comic, alien invasion, super power, female hero, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), woman director, 1990s, alien technology",Ryan Fleck,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",https://image.tmdb.org/t/p/w500/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,https://www.youtube.com/watch?v=GX33bIOA5aA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Invisible Man,"['Thriller', 'Science Fiction', 'Horror']",2020.0,0.7112,"based on novel or book, pregnancy, architect, fake suicide, stalker, murder, domestic abuse, scientist, police detective, death, invisible person, mental hospital, angry, woman in peril, invisible man, tense, frightened",Leigh Whannell,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",https://image.tmdb.org/t/p/w500/5EufsDwXdY2CVttYOk2WtYhgKpa.jpg,https://www.youtube.com/watch?v=WO_FJdiY9dA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Bohemian Rhapsody,"['Music', 'Drama']",2018.0,0.7984,Unknown,Bryan Singer,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",https://image.tmdb.org/t/p/w500/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,https://www.youtube.com/watch?v=27zlBpzdOZg,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Moonlight,['Drama'],2016.0,0.738,Unknown,Barry Jenkins,Unknown,https://image.tmdb.org/t/p/w500/fm7lNB77u3sjPWssnKcGctX4zdc.jpg,https://www.youtube.com/watch?v=9NJj12tJzqc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Singham Again,"['Action', 'Drama']",2024.0,0.53,singham 3,Rohit Shetty,The cop universe expands with newer additions while the old ones return led by Bajirao Singham. Singham Again interweaves the mythological epic Ramayana's good vs evil narrative when his wife Avni Kamath gets abducted by Danger Lanka setting Bajirao and his gang of Sangram Bhalerao and Veer Sooryavanshi along with Satya and Shakti Shetty on a mission to rescue her.,https://image.tmdb.org/t/p/w500/2JbNkHg8m7LaBy61LyrnnlenaxY.jpg,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsters University,"['Animation', 'Family']",2013.0,0.7040000000000001,"friendship, monster, door, games, training camp, dormitory, feud, bully, prequel, best friend, university, fraternity, aftercreditsstinger, college student, personification",Dan Scanlon,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,https://image.tmdb.org/t/p/w500/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,https://www.youtube.com/watch?v=xBzPioph8CI,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dead Silence,['Horror'],2007.0,0.6443,"funeral, legend, tombstone, detective, clown, flashback, ventriloquist, urban legend, curse, mansion, widower, gothic, doll, ghost story, ventriloquist's dummy",James Wan,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",https://image.tmdb.org/t/p/w500/9CR1G9kVycsbYfnDO40JClrYEWr.jpg,https://www.youtube.com/watch?v=NvVPn1gD1Xw,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Austin Powers: The Spy Who Shagged Me,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",1999.0,0.6276,"android, exotic island, central intelligence agency (cia), space marine, showdown, moon, usa president, saving the world, laser gun, submarine, nasa, undercover, clone, spy, car journey, time travel, supermodel, parody, aftercreditsstinger, duringcreditsstinger, ridiculous",Jay Roach,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.",https://image.tmdb.org/t/p/w500/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg,https://www.youtube.com/watch?v=mYVb4OLk4NQ,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Prince of Egypt,"['Adventure', 'Animation', 'Drama', 'Family']",1998.0,0.7284,"epic, egypt, moses, kingdom, pyramid, exodus, bible, musical, governance, ancient egypt, pharaoh, woman director, passover, music, dramatic, hopeful, powerful, 13th century bc",Simon Wells,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",https://image.tmdb.org/t/p/w500/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,https://www.youtube.com/watch?v=gGB1bCrJnL4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hellboy,"['Fantasy', 'Horror', 'Action', 'Adventure']",2019.0,0.5578000000000001,"london, england, countryside, secret society, based on comic, reboot, aggressive, tijuana, mexico, nazi occultism, father son relationship, lucha libre, baba yaga, ailuranthropy, arthurian mythology",Neil Marshall,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",https://image.tmdb.org/t/p/w500/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,https://www.youtube.com/watch?v=ZsBO4b3tyZg,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Fargo,"['Crime', 'Drama', 'Thriller']",1996.0,0.79,"salesclerk, unsociability, police, cheating, ransom, winter, kidnapping, minnesota, dark comedy, north dakota, money, murder, police officer, car dealership, woodchipper, macabre, false history, neo-noir, complex, minneapolis, defiant",Joel Coen,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",https://image.tmdb.org/t/p/w500/bOMoZnNe5B9XzQg5JFTZIy4gH3Y.jpg,https://www.youtube.com/watch?v=aoOZDiswNaw,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Remaining,"['Thriller', 'Horror']",2014.0,0.6108,"apocalypse, wedding, found footage, end of times",Casey La Scala,"When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.",https://image.tmdb.org/t/p/w500/fFeTfXI67Oj80s65jtbq4uQ4InP.jpg,https://www.youtube.com/watch?v=bkxh8oFMD9Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Interview with the Vampire,"['Horror', 'Drama', 'Fantasy']",1994.0,0.7382,"paris, france, based on novel or book, san francisco, california, vampire, bite, new orleans, louisiana, plantation, louisiana, pity, child vampire, gothic horror, 18th century, plague, 19th century, lgbt interest, reluctant vampire",Neil Jordan,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",https://image.tmdb.org/t/p/w500/2162lAT2MP36MyJd2sttmj5du5T.jpg,https://www.youtube.com/watch?v=qVknmcJHGfA,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
The Muppet Christmas Carol,"['Music', 'Comedy', 'Family', 'Fantasy', 'Drama']",1992.0,0.7400000000000001,"future, london, england, based on novel or book, holiday, redemption, musical, puppet, past, puppetry, lost love, ghost, christmas music, christmas, 19th century, victorian era, christmas eve, christmas carols, christmas dinner",Brian Henson,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",https://image.tmdb.org/t/p/w500/ssrV29QSVVJuemBHho0Qx7pFYak.jpg,https://www.youtube.com/watch?v=JXaVI60BFJM,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Noah's Ark,"['Animation', 'Music', 'Comedy', 'Fantasy', 'Family']",2024.0,0.68,noah's ark,Sérgio Machado,"A pair of mice attempt to board Noah's Ark: Vini, a charismatic poet with terrible stage fright, and Tito, a talented and charming guitarist. When the rains come, only one male and one female of each species is allowed on Noah's Ark. With the help of an ingenious cockroach and fate's good luck, Vini and Tito sneak their way onto the Ark and together avert a showdown among the ships carnivores and plant eaters. All the while, the animals perform a series of classic songs inspired by world renowned poet, Vinicius de Moraes. Can these talented stowaways use music to break the tension and help these cooped up creatures survive the 40 days and 40 nights together?",https://image.tmdb.org/t/p/w500/x6wH1kowr6uNFJ12CVKsRHzC0cm.jpg,https://www.youtube.com/watch?v=ZKsN4YnLqBw,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Meet the Parents,"['Comedy', 'Romance']",2000.0,0.6676000000000001,"daughter, central intelligence agency (cia), airplane, airport, nurse, cat, orderly, father-in-law, epistaxis, lost baggage, urn, pavilion, volleyball, hospital, wedding",Jay Roach,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",https://image.tmdb.org/t/p/w500/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg,https://www.youtube.com/watch?v=I18TOdCvvdM,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
An Affair,['Drama'],2018.0,0.5469,Unknown,Henrik Martin Dahlsbakken,"A newly appointed teacher finds herself being followed, and soon discovers that one of her own students is obsessed with her.",https://image.tmdb.org/t/p/w500/fPu4ytXPm39BW7g257LoMlEmwrg.jpg,https://www.youtube.com/watch?v=fhB7NMSxgCM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Fusion Reborn,"['Animation', 'Action', 'Fantasy', 'Science Fiction']",1995.0,0.7528,"martial arts, based on manga, anime, villian",Shigeyasu Yamauchi,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",https://image.tmdb.org/t/p/w500/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg,https://www.youtube.com/watch?v=rE95a4iC1dk,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bob Marley: One Love,"['Music', 'History', 'Drama']",2024.0,0.67,"london, england, jamaica, biography, rastafarian, reggae music, assassination attempt, weed, absurd, dramatic, romantic, bewildered, cliché, earnest",Reinaldo Marcus Green,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,https://image.tmdb.org/t/p/w500/mKWalirPreEdCKDJjc5TKeOP2xi.jpg,https://www.youtube.com/watch?v=ajw425Kuvtw,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Law Abiding Citizen,"['Drama', 'Crime', 'Thriller']",2009.0,0.7389000000000001,Unknown,F. Gary Gray,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,https://image.tmdb.org/t/p/w500/fcEXcip7v0O1ndV4VUdFqJSqbOg.jpg,https://www.youtube.com/watch?v=LX6kVRsdXW4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Descendants 3,"['Family', 'TV Movie', 'Adventure', 'Fantasy']",2019.0,0.7712,"magic, musical, family",Kenny Ortega,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,https://image.tmdb.org/t/p/w500/7IRy0iHdaS0JI3ng4ZYlk5gLSFn.jpg,https://www.youtube.com/watch?v=8jpvcD_LkK4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Moonbound,"['Animation', 'Adventure', 'Comedy']",2021.0,0.6400000000000001,Unknown,Ali Samadi Ahadi,"When Peter sets out on a magical journey to rescue his little sister Anne, he needs to travel to mysterious territory: the Moon! Anne was kidnapped by the evil Moon Man when she tried to help the beetle Mr. Zoomzeman in search for his wife. On his fantastic adventure, Peter lands on the Star Meadow where he meets the sleepy Mr. Sandman. He knows, only at the Night Fairy’s dinner in the castle in the clouds, they can find out where Anne is – but there aren’t enough seats for everyone. So they join the wild race along the Milky Way against the five Spirits of Nature: Storm Giant, Lightning Witch, Henry Hail, Rainy Robin and Mother Frost…",https://image.tmdb.org/t/p/w500/bkp1oHMvDwDTlbRhCcqAK0A7JNd.jpg,https://www.youtube.com/watch?v=HNnx3nslNes,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
